,interferes_with_work,prev_mental_disorder,if_it_interferes,Sought_Treatment,are_you_willing_to_share_with_friends,family_history_of_mental_health,emphasis_on_physical_health,Number_of_employees_in_org,medical_leave_for_depression,well_handled,aware_of_importance,previous_help,comfortable_direct_sup_previous,mental_health_allowance,badly_handled,Depression
10,1.728395061728395,1.5441176470588236,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.5098039215686274,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.607843137254902,1.4827586206896552,1.5126050420168067,1.4684014869888475,1.1694915254237288,2
11,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.1851851851851851,1.6631578947368422,1.5098039215686274,1.8064516129031858,1.1111111111111112,1.7654320987654322,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.1694915254237288,2
12,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,0.9000000026831617,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.46,0
13,1.728395061728395,1.5441176470588236,1.6818181818181819,0.7207792207792207,1.5789473653742878,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.46,2
14,1.728395061728395,1.825242718446602,1.854368932038835,1.7790697674418605,1.5949367088607596,0.7105263157894737,1.5098039215686274,1.3703703703703705,1.6666666666666632,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.3095238095238095,1.1694915254237288,2
15,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.2790697674418605,1.144927536231884,1.4615384615384615,1.3096774193548386,1.2371134020618557,1.452127659574468,1.5126050420168067,1.4684014869888475,1.88,2
16,1.2631578964995445,1.825242718446602,1.6818181818181819,0.7207792207792207,1.5949367088607596,1.6305418719211822,1.5098039215686274,1.1857142857142857,1.6666666666666632,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.46,2
17,1.89010989010989,1.825242718446602,1.86666626107242,1.7790697674418605,1.5949367088607596,1.6631578947368422,1.4583333333251816,1.4782608695652173,1.625,1.3544303797468353,1.5384615384593223,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.46,2
18,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1851851851851851,1.6305418719211822,1.0000000426392222,1.8064516129031858,1.5555555555555554,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.1694915254237288,1
19,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6631578947368422,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.4684014869888475,1.46,2
20,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.3333333712207014,1.1857142857142857,1.2727272727272727,1.7654320987654322,1.607843137254902,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
21,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.2790697674418605,1.3703703703703705,1.2727272727272727,1.3096774193548386,1.607843137254902,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
22,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.231578947368421,1.2371134020618557,1.155844155844156,1.0689655172415935,1.4684014869888475,1.46,0
23,0.5,1.3437500000000013,0.6973684210526315,1.7790697674418605,1.1666666666666667,1.6631578947368422,1.0000000426392222,1.3703703703703705,1.1111111111111112,1.3096774193548386,1.3908045977011494,1.452127659574468,1.5126050420168067,1.4684014869888475,1.4683544303797469,2
24,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1666666666666667,0.7105263157894737,1.2790697674418605,1.144927536231884,1.4615384615384615,1.3096774193548386,1.2371134020618557,1.155844155844156,1.0357142857149308,1.0705882352941176,1.1694915254237288,0
25,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.1851851851851851,1.6631578947368422,1.2608695652173914,1.144927536231884,1.1111111111111112,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.3095238095238095,1.46,0
26,1.89010989010989,0.4594594594594595,1.8709677419354378,0.7207792207792207,1.148936170212766,0.7105263157894737,1.2790697674418605,1.1857142857142857,1.5555555555555554,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.1694915254237288,0
27,1.728395061728395,1.5441176470588236,1.6818181818181819,0.7207792207792207,1.148936170212766,1.6631578947368422,1.6666666666666667,1.4782608695652173,1.2727272727272727,1.231578947368421,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.0705882352941176,1.46,2
28,1.2631578964995445,1.825242718446602,1.854368932038835,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.5384615384593223,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.46,2
29,1.89010989010989,1.825242718446602,1.006814918882519,1.3788968824940049,1.5949367088607596,1.006814918882519,1.2790697674418605,1.144927536231884,1.5555555555555554,1.3788968824940049,1.3788968824940049,1.2561130472021445,1.006814918882519,1.0705882352941176,1.1694915254237288,1
30,1.728395061728395,1.5441176470588236,0.6973684210526315,0.7207792207792207,1.148936170212766,1.6631578947368422,1.2790697674418605,1.1857142857142857,1.6666666666666632,1.3096774193548386,1.2371134020618557,1.155844155844156,1.5126050420168067,1.4684014869888475,1.46,2
31,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1851851851851851,0.7105263157894737,1.5098039215686274,1.3703703703703705,1.625,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.0705882352941176,1.1694915254237288,1
32,1.89010989010989,1.3437500000000013,0.6973684210526315,0.7207792207792207,1.148936170212766,1.6631578947368422,1.2608695652173914,1.8064516129031858,1.1111111111111112,1.3544303797468353,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.4683544303797469,2
33,1.89010989010989,1.825242718446602,0.6973684210526315,1.7790697674418605,1.5789473653742878,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.625,1.3096774193548386,1.3908045977011494,1.3636363636363635,1.3957446808510638,1.0705882352941176,1.1694915254237288,2
34,1.89010989010989,1.825242718446602,1.8709677419354378,1.7790697674418605,1.5789473653742878,0.7105263157894737,1.5098039215686274,1.144927536231884,1.5555555555555554,1.3096774193548386,1.607843137254902,1.452127659574468,1.5126050420168067,1.6190476185526315,1.4683544303797469,2
35,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5949367088607596,1.6631578947368422,1.2608695652173914,1.144927536231884,1.625,1.231578947368421,1.3908045977011494,1.155844155844156,1.3957446808510638,1.4684014869888475,1.1694915254237288,0
36,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.7654320987654322,1.607843137254902,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.88,2
37,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5949367088607596,0.7105263157894737,1.2608695652173914,1.3703703703703705,1.2727272727272727,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.1694915254237288,0
38,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.1666666666666667,0.7105263157894737,1.6666666666666667,1.1857142857142857,1.6666666666666632,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
39,1.728395061728395,1.5441176470588236,1.854368932038835,0.7207792207792207,1.5949367088607596,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,0.8104121608749374,2
40,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.2790697674418605,1.1857142857142857,1.625,1.3096774193548386,1.2371134020618557,1.155844155844156,1.5126050420168067,1.0705882352941176,1.46,2
41,1.89010989010989,1.825242718446602,1.86666626107242,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.4583333333251816,1.4782608695652173,1.1111111111111112,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.46,2
42,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.4444444417308162,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.7654320987654322,1.3333333333333333,1.3636363636363635,1.0689655172415935,1.4684014869888475,1.1694915254237288,1
43,0.5,1.3437500000000013,0.6973684210526315,0.7207792207792207,0.9000000026831617,1.6631578947368422,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.3333333333333333,1.3636363636363635,1.0689655172415935,1.4684014869888475,0.8104121608749374,1
44,1.728395061728395,1.3437500000000013,0.6973684210526315,0.7207792207792207,1.3999973959897634,1.6631578947368422,1.2790697674418605,1.1857142857142857,1.4615384615384615,1.3096774193548386,1.2371134020618557,1.155844155844156,1.5126050420168067,1.0705882352941176,1.1694915254237288,1
45,1.89010989010989,1.5441176470588236,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.6666666547531772,1.4782608695652173,1.1111111111111112,1.7654320987654322,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
46,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1851851851851851,1.6631578947368422,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.2371134020618557,1.155844155844156,1.5126050420168067,1.4684014869888475,1.1694915254237288,0
47,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1851851851851851,0.7105263157894737,1.5098039215686274,1.1857142857142857,1.5555555555555554,1.231578947368421,1.2371134020618557,1.3636363636363635,1.0357142857149308,1.3095238095238095,1.1694915254237288,2
48,1.728395061728395,1.825242718446602,1.6818181818181819,0.7207792207792207,1.5844155844155845,0.7105263157894737,1.6666666666666667,1.1857142857142857,1.1111111111111112,1.7654320987654322,1.2371134020618557,1.155844155844156,1.5126050420168067,1.3095238095238095,1.1694915254237288,2
49,1.728395061728395,1.825242718446602,1.86666626107242,1.7790697674418605,1.5949367088607596,0.7105263157894737,1.3333333712207014,1.1857142857142857,1.5555555555555554,1.231578947368421,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.1694915254237288,2
50,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.3999973959897634,1.6305418719211822,1.4583333333251816,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.0705882352941176,1.4683544303797469,0
51,1.89010989010989,0.4594594594594595,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.2790697674418605,1.3703703703703705,1.625,1.3544303797468353,1.607843137254902,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
52,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.148936170212766,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.1111111111111112,1.3544303797468353,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.4684014869888475,1.1694915254237288,0
53,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.2790697674418605,1.3703703703703705,1.4615384615384615,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
54,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.1851851851851851,1.6305418719211822,1.4583333333251816,1.8064516129031858,1.2727272727272727,1.231578947368421,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.0705882352941176,1.88,2
55,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.148936170212766,0.7105263157894737,1.2608695652173914,1.144927536231884,1.625,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.0357142857149308,1.0705882352941176,1.46,0
56,0.5,1.3437500000000013,0.6973684210526315,1.7790697674418605,1.5844155844155845,1.6631578947368422,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,1
57,1.3788968824940049,0.4594594594594595,1.6818181818181819,0.7207792207792207,1.148936170212766,0.7105263157894737,1.2608695652173914,1.8064516129031858,1.4615384615384615,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,0
58,1.728395061728395,1.5441176470588236,1.6818181818181819,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.6666666666666667,1.4782608695652173,1.1111111111111112,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.4683544303797469,0
59,1.2631578964995445,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5949367088607596,0.7105263157894737,1.4545454544880936,1.144927536231884,1.2727272727272727,1.3096774193548386,1.3908045977011494,1.4827586206896552,1.3957446808510638,1.0705882352941176,1.1694915254237288,0
60,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.1851851851851851,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.2371134020618557,1.155844155844156,1.3957446808510638,1.4684014869888475,1.88,2
61,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.4444444417308162,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.1111111111111112,1.3544303797468353,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.4683544303797469,0
62,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.148936170212766,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.625,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.1694915254237288,2
63,1.89010989010989,1.825242718446602,1.8709677419354378,1.7790697674418605,1.1851851851851851,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.231578947368421,1.3908045977011494,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.46,2
64,1.2631578964995445,1.5441176470588236,0.6973684210526315,0.7207792207792207,1.148936170212766,1.6631578947368422,1.4583333333251816,1.1857142857142857,1.625,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
65,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.148936170212766,1.6305418719211822,1.6666666666666667,1.144927536231884,1.625,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.1694915254237288,2
66,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,0.9000000026831617,0.7105263157894737,1.0000000426392222,1.1857142857142857,1.4615384615384615,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.88,0
67,1.89010989010989,1.5441176470588236,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.5098039215686274,1.4782608695652173,1.2727272727272727,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.4683544303797469,2
68,1.89010989010989,0.4594594594594595,1.8709677419354378,1.7790697674418605,1.1666666666666667,1.6305418719211822,1.3333333712207014,1.5960231929052642,1.2727272727272727,1.231578947368421,1.2371134020618557,1.155844155844156,1.0689655172415935,1.3095238095238095,1.88,2
69,1.89010989010989,1.825242718446602,1.8709677419354378,1.7790697674418605,1.000345194457351,1.6631578947368422,1.2790697674418605,1.8064516129031858,1.4615384615384615,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.1694915254237288,2
70,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5949367088607596,1.6305418719211822,1.4545454544880936,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.3908045977011494,1.452127659574468,1.0689655172415935,1.4684014869888475,1.1694915254237288,0
71,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1666666666666667,0.7105263157894737,1.4545454544880936,1.144927536231884,1.5555555555555554,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.46,2
72,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.4772727272727273,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.231578947368421,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.4684014869888475,1.4683544303797469,2
73,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5789473653742878,1.6631578947368422,1.2790697674418605,1.144927536231884,1.2727272727272727,1.3096774193548386,1.2371134020618557,1.155844155844156,1.5126050420168067,1.0705882352941176,1.46,2
74,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.1851851851851851,0.7105263157894737,1.0000000426392222,1.144927536231884,1.4615384615384615,1.231578947368421,1.3333333333333333,1.3636363636363635,1.3957446808510638,1.0705882352941176,1.46,0
75,1.728395061728395,0.4594594594594595,1.854368932038835,0.7207792207792207,1.5789473653742878,0.7105263157894737,1.2608695652173914,1.144927536231884,1.1111111111111112,1.231578947368421,1.2371134020618557,1.3636363636363635,1.0357142857149308,1.4684014869888475,1.1694915254237288,0
76,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5844155844155845,1.6631578947368422,1.5098039215686274,1.3703703703703705,1.6666666666666632,1.7654320987654322,1.3908045977011494,1.452127659574468,1.5126050420168067,1.4684014869888475,1.4683544303797469,2
77,1.89010989010989,1.825242718446602,1.86666626107242,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.2790697674418605,1.3703703703703705,1.625,1.3096774193548386,1.3908045977011494,1.452127659574468,1.5126050420168067,1.4684014869888475,1.88,2
78,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5949367088607596,0.7105263157894737,1.2790697674418605,1.1857142857142857,1.1111111111111112,1.3096774193548386,1.607843137254902,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.1694915254237288,0
79,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.625,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
80,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.000345194457351,0.7105263157894737,1.2608695652173914,1.4782608695652173,1.2727272727272727,1.3544303797468353,1.607843137254902,1.452127659574468,1.3957446808510638,1.4684014869888475,1.4683544303797469,0
81,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5844155844155845,0.7105263157894737,1.2608695652173914,1.4782608695652173,1.2727272727272727,1.7654320987654322,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.4684014869888475,1.4683544303797469,2
82,0.5,1.3437500000000013,0.6973684210526315,0.7207792207792207,1.5789473653742878,1.6305418719211822,1.2790697674418605,1.144927536231884,1.5555555555555554,1.3096774193548386,1.2371134020618557,1.155844155844156,1.3957446808510638,1.0705882352941176,1.1694915254237288,1
83,1.89010989010989,1.5441176470588236,0.6973684210526315,0.7207792207792207,1.3999973959897634,1.6305418719211822,1.2307701408913865,1.144927536231884,1.4615384615384615,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.46,2
84,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5844155844155845,1.6631578947368422,1.2790697674418605,1.4782608695652173,1.625,1.3096774193548386,1.5384615384593223,1.4827586206896552,1.5126050420168067,1.4684014869888475,1.4683544303797469,2
85,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.0000000426392222,1.144927536231884,1.6666666666666632,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.4683544303797469,2
86,1.728395061728395,1.5441176470588236,1.854368932038835,0.7207792207792207,1.148936170212766,0.7105263157894737,1.2790697674418605,1.1857142857142857,1.6666666666666632,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.0705882352941176,1.46,1
87,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.6666666547531772,1.4782608695652173,1.1111111111111112,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.46,2
88,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,0.9000000026831617,0.7105263157894737,1.3333333712207014,1.4782608695652173,1.2727272727272727,1.3096774193548386,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,0
89,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.2790697674418605,1.4782608695652173,1.6666666666666632,1.7654320987654322,1.607843137254902,1.4827586206896552,1.0689655172415935,1.4684014869888475,1.88,2
90,0.5,0.4594594594594595,1.854368932038835,0.7207792207792207,1.1851851851851851,0.7105263157894737,1.2608695652173914,1.144927536231884,1.2727272727272727,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.3095238095238095,1.46,0
91,0.5,0.4594594594594595,0.6973684210526315,1.7790697674418605,1.5949367088607596,1.6305418719211822,1.5098039215686274,1.3703703703703705,1.4615384615384615,1.7654320987654322,1.607843137254902,1.4827586206896552,1.3957446808510638,1.4684014869888475,1.46,0
92,1.89010989010989,0.4594594594594595,1.6818181818181819,0.7207792207792207,1.148936170212766,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.231578947368421,1.3908045977011494,1.452127659574468,1.5126050420168067,1.4684014869888475,1.46,2
93,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5789473653742878,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.5555555555555554,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.3095238095238095,1.46,0
94,0.5,1.5441176470588236,0.6973684210526315,0.7207792207792207,1.5844155844155845,0.7105263157894737,1.5098039215686274,1.1857142857142857,1.4615384615384615,1.3096774193548386,1.2371134020618557,1.3636363636363635,1.5126050420168067,1.0705882352941176,1.4683544303797469,0
95,1.728395061728395,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5949367088607596,1.6631578947368422,1.6666666666666667,1.8064516129031858,1.2727272727272727,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.46,2
96,1.89010989010989,1.825242718446602,1.854368932038835,1.7790697674418605,1.5844155844155845,1.6305418719211822,1.2790697674418605,1.3703703703703705,1.2727272727272727,1.7654320987654322,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.4683544303797469,2
97,1.89010989010989,1.5441176470588236,1.854368932038835,1.7790697674418605,1.5949367088607596,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.2727272727272727,1.231578947368421,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.1694915254237288,2
98,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5844155844155845,0.7105263157894737,1.2307701408913865,1.4782608695652173,1.5555555555555554,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.1694915254237288,0
99,0.5,1.3437500000000013,0.6973684210526315,0.7207792207792207,1.1851851851851851,1.6305418719211822,1.2608695652173914,1.4782608695652173,1.625,1.231578947368421,1.2371134020618557,1.155844155844156,1.5126050420168067,1.4684014869888475,1.1694915254237288,1
100,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.5844155844155845,0.7105263157894737,1.4583333333251816,1.4782608695652173,1.1111111111111112,1.3544303797468353,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,1.46,0
101,1.89010989010989,1.825242718446602,1.6818181818181819,1.7790697674418605,1.5789473653742878,1.6305418719211822,1.2307701408913865,1.4782608695652173,1.5555555555555554,1.3096774193548386,1.3333333333333333,1.3636363636363635,1.5126050420168067,1.3095238095238095,1.4683544303797469,2
102,0.5,0.4594594594594595,0.6973684210526315,0.7207792207792207,1.000345194457351,0.7105263157894737,1.2790697674418605,1.4782608695652173,1.2727272727272727,0.4579675635531015,1.3908045977011494,1.452127659574468,1.3957446808510638,1.4684014869888475,0.8104121608749374,0
